STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
2449,92374,2528,REDLANDS,CA,West,Pacific,3,2,5,6,1,5,0,13.948,214,300,325,227,202,487,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,532.31,1073.23,16112,377,0.033817725,Suburban,228907,73327,66187,82879,70383,10606,18975,97.61,73327,107.76,0.565434871,0.084680678,0.010357918,0.092019903,0.047690482,0.045753952,0.101823011
2451,11433,3500,JAMAICA,NY,Northeast,Middle Atlantic,5,3,6,11,1,4,52000,13.4575,656,225,923,618,244,777,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,334.87,759.55,14081,371,0.074348697,Superurban,308080,97770,105615,108514,85323,16482,21555,12.6,97770,167.1,0.160545962,0.463058297,0.010571929,0.182400675,0.049207323,0.050772221,0.071604778
2453,19140,3320,PHILADELPHIA,PA,Northeast,Middle Atlantic,4,0,8,13,1,5,50000,13.264,1178,283,418,1237,267,490,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,677.85,726.49,10635,318,0.065756824,Superurban,322223,113199,150578,64731,44989,16554,21818,20.89,113199,146.89,0.172185102,0.630836408,0.007237224,0.044444376,0.038913771,0.034019735,0.047491954
2454,6010,3100,BRISTOL,CT,Northeast,New England,5,0,5,11,0,3,0,13.71666667,96,96,118,87,99,124,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,1,0,1582.92,1466.03,8138,296,0.078120876,Suburban,86887,35932,21552,34954,32952,5182,10541,58.05,35932,72.47,0.891099934,0.032904807,0.001737889,0.022212759,0.016113771,0.006595792,0.374141126
2458,10466,4146,BRONX,NY,Northeast,Middle Atlantic,4,3,4,22,1,4,53000,11.6625,355,69,405,381,77,349,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",No,0,0,0,0,0,0,0,0,489.86,1361.47,12262,324,0.072386059,Superurban,352736,129186,131904,106201,81532,17004,27009,14.94,129186,145.46,0.264846798,0.484881044,0.009233534,0.042054114,0.033029895,0.027874538,0.060379434
2468,99216,3217,SPOKANE VALLEY,WA,West,Pacific,2,1,1,7,6,5,42000,10.638,149,296,178,104,199,102,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1447.24,1429.57,10286,323,0.080168776,Suburban,102670,41661,22479,43282,41301,4172,12198,74.37,41661,54.76,0.908405571,0.011756112,0.011697672,0.018174735,0.022731091,0.013249802,0.240712964
2469,11212,4980,BROOKLYN,NY,Northeast,Middle Atlantic,0,1,6,3,1,5,53000,13.264,543,43,265,519,44,270,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,417.94,827.82,13228,307,0.114253815,Superurban,666908,236006,270255,189664,134453,27749,44124,17.46,236006,158.77,0.105419338,0.780167579,0.005506007,0.019268025,0.037126175,0.033113565,0.028686116
2471,92806,4314,ANAHEIM,CA,West,Pacific,2,2,6,5,1,5,0,14.206,296,134,700,263,135,689,Yes,Between 1 and 10,No,0,0,0,1,0,0,0,0,555.84,670.86,20744,773,0.059562336,Superurban,96287,25668,30201,35084,29080,2651,5650,12.25,25668,127.74,0.520651801,0.01983653,0.009450912,0.094415653,0.078034907,0.114851177,0.194200671
2472,91911,4696,CHULA VISTA,CA,West,Pacific,4,0,4,3,3,4,0,13.05,319,242,1007,238,174,776,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,1,1701.56,1877.31,14538,311,0.056928428,Urban,201757,61626,54906,78578,64170,8856,17505,27.23,61626,118.17,0.555995579,0.039740876,0.009020753,0.078882021,0.056550807,0.055106611,0.095486154
2478,97478,5000,SPRINGFIELD,OR,West,Pacific,1,3,5,3,3,3,50625,12.14833333,91,169,183,95,222,198,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1269.2,591.21,12444,482,0.049578276,Emerging suburban,73077,27873,22421,25196,23427,3272,9220,45.46,27873,56.93,0.864047512,0.010167358,0.013259986,0.021634714,0.022279625,0.012413447,0.284480753
2485,2905,4046,PROVIDENCE,RI,Northeast,New England,4,3,7,7,2,5,44000,11.79,617,292,613,624,322,913,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,322.16,196.36,11945,329,0.141566265,Urban,301146,113912,114233,89220,74244,15768,27629,51.75,113912,95.31,0.618407683,0.124391491,0.009995152,0.052881327,0.026134209,0.019234146,0.078921852
2487,2915,5400,RIVERSIDE,RI,Northeast,New England,2,1,3,8,2,4,44000,11.675,304,235,361,327,266,466,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,1027.26,1434.8,9550,329,0.055424528,Urban,200440,76878,75249,64076,54968,9697,17244,57.42,76878,92.02,0.660716424,0.114562962,0.008905408,0.052409699,0.022060928,0.015635162,0.131989623
2492,1905,3700,WEST LYNN,MA,Northeast,New England,2,2,3,9,1,4,50000,11.8575,446,91,489,385,74,403,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,325.74,552.25,10750,407,0.050452461,Urban,194777,74362,62846,68407,56760,9975,17094,28.17,74362,99.27,0.685296519,0.085364288,0.005057065,0.059329387,0.029477421,0.024569,0.13655103
2498,19149,5200,PHILADELPHIA,PA,Northeast,Middle Atlantic,1,2,3,5,0,4,55000,12.89,830,244,666,763,205,516,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1957.96,1371.99,14659,454,0.052231937,Superurban,277275,99038,99332,83261,69111,15083,18722,20.64,99038,105.63,0.507763051,0.271618429,0.004230457,0.084143901,0.036491044,0.026161675,0.070150573
2502,90221,5050,COMPTON,CA,West,Pacific,3,2,8,8,2,5,0,14.39,401,119,971,345,91,806,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,268.69,506.07,16692,616,0.106206897,Superurban,115488,26730,38610,36038,29056,2685,6754,11.44,26730,134.32,0.294550083,0.244337074,0.008026808,0.013031657,0.095061728,0.161616162,0.112687032
2505,11213,3600,BROOKLYN,NY,Northeast,Middle Atlantic,1,6,3,6,2,3,48000,12.51,571,61,393,538,78,314,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,223.11,621.59,11352,329,0.081435644,Superurban,605605,224163,258659,162796,112404,25438,39755,12.42,224163,156.42,0.123958686,0.750905293,0.005855302,0.017400781,0.032690498,0.030736562,0.031814467
2511,98362,3900,PORT ANGELES,WA,West,Pacific,7,4,6,9,3,4,0,11.605,61,151,84,44,89,58,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1940.87,617.77,11896,250,0.031597573,Emerging suburban,24676,11006,6278,9685,8872,1560,3227,64.38,11006,48.15,0.900713244,0.006889285,0.027638191,0.016088507,0.014537525,0.00772306,1.016899011
2512,21133,4800,RANDALLSTOWN,MD,South,South Atlantic,1,2,3,7,2,4,49000,12.405,176,83,157,172,101,173,No,Greater than 10,Unable to determine,0,0,0,1,0,0,0,0,191.42,248.37,12573,489,0.126356589,Suburban,164865,65366,49098,60508,53003,10943,14012,62.34,65366,89.9,0.239486853,0.677451248,0.002814424,0.037291117,0.024385766,0.01733317,0.195517545
2514,90201,6150,BELL,CA,West,Pacific,1,3,8,6,0,6,0,14.77166667,275,52,606,272,44,638,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,673.7,984.1,17602,504,0.154081321,Superurban,166184,40472,60920,53400,45003,3935,4969,12.25,40472,138.54,0.518684109,0.010548549,0.009826457,0.008827565,0.096189959,0.119242933,0.080862177
2517,97470,4400,ROSEBURG,OR,West,Pacific,5,2,6,8,3,4,52143.75,12.00265,91,143,96,69,112,65,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,377.81,978.17,10303,372,0.050067295,Emerging suburban,37661,15796,7524,16314,14962,2593,4502,97.51,15796,48.6,0.917978811,0.004115663,0.017073365,0.013409097,0.018359078,0.011015447,0.614242851
2519,15401,4200,UNIONTOWN,PA,Northeast,Middle Atlantic,4,3,3,9,1,4,47000,11.9825,93,125,54,120,149,55,Yes,Greater than 10,Yes,0,0,1,0,0,1,0,0,548.66,507.86,11639,481,0.100627615,Emerging suburban,42149,18103,10752,16076,14773,3981,4470,103.88,18103,53.77,0.901088994,0.071199791,0.001589599,0.005409381,0.01541181,0.007567806,0.517829605
2521,34601,3971,BROOKSVILLE,FL,South,South Atlantic,5,1,8,6,1,4,48000,11.32,104,212,51,122,239,62,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1438.4,829.47,12780,570,0.165745856,Emerging suburban,29242,12061,6571,12673,11069,2396,3209,106.74,12061,32.17,0.856473565,0.100642911,0.003488134,0.007797004,0.01865517,0.011939309,0.78612954
2524,74501,4800,McCALESTER,OK,South,West South Central,0,1,4,8,1,5,46000,11.292,46,278,60,58,264,70,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1032.67,622.99,14413,579,0.052195078,Emerging suburban,23458,8947,4877,9267,8187,1474,3374,124.04,8947,36.03,0.696606701,0.065649246,0.13070168,0.006266519,0.018330167,0.008718006,0.881788729
2525,65301,5576,SEDALIA,MO,Midwest,West North Central,2,4,3,12,2,3,40000,10.61333333,44,136,32,59,154,47,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,950.16,658.42,10452,418,0.113586957,Emerging suburban,27787,11161,5601,11082,9952,1767,3326,104.96,11161,40.65,0.870191097,0.043545543,0.004966351,0.007665455,0.023474599,0.019173909,0.689027243
2529,13045,4500,CORTLAND,NY,Northeast,Middle Atlantic,3,3,7,7,2,4,52000,11.5275,87,114,41,105,127,56,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,1538.31,1196.29,15618,678,0.067915456,Emerging suburban,31743,12070,11880,10939,9630,1827,2147,71.92,12070,56.71,0.934442239,0.022493148,0.002740762,0.011845131,0.021458161,0.009444905,0.717228995
2541,19446,3740,LANSDALE,PA,Northeast,Middle Atlantic,2,1,2,9,2,5,49000,12.308,46,23,46,42,23,44,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1129.45,1629.7,11123,398,0.122348601,Suburban,136705,53582,29456,66931,62631,7742,7449,78.69,53582,86.85,0.817270766,0.039325555,0.001426429,0.111056655,0.020361315,0.010413945,0.289155481
2546,39648,6270,MCCOMB,MS,South,East South Central,1,1,3,3,1,3,39000,11.15,96,388,63,176,585,150,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,669.2,425.65,9262,294,0.04907361,Emerging suburban,25243,9679,5490,9672,8337,2058,2267,102.08,9679,58.67,0.421146456,0.556273026,0.002099592,0.007170305,0.028205393,0.016014051,0.724993067
2547,71109,5300,SHREVEPORT,LA,South,West South Central,2,5,8,6,2,4,47000,10.7125,418,929,424,522,997,617,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,864.57,1111.17,10769,385,0.051381289,Suburban,118882,47822,40881,32331,25130,7598,12097,69.82,47822,64.43,0.289093387,0.665870359,0.00400397,0.007671473,0.026410439,0.019551671,0.160427987
2548,4769,5309,PRESQUE ISLE,ME,Northeast,New England,5,1,5,9,0,5,57000,10.65,28,20,27,25,19,24,Yes,Between 1 and 10,Yes,0,0,0,1,0,0,0,0,475.72,1728.68,17279,873,0.05179472,Emerging suburban,9073,4006,2487,3505,3265,567,1085,69.17,4006,49.86,0.942687094,0.006172159,0.024688637,0.008927587,0.009735397,0.003494758,2.406590984
2549,33144,3800,MIAMI,FL,South,South Atlantic,0,0,3,1,1,3,49000,14.15333333,251,286,452,182,288,414,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,540.5,1333.28,12432,523,0.065074033,Urban,231031,82267,61107,92183,76998,14405,30423,32.9,82267,76.4,0.925434249,0.027065632,0.001047479,0.010245378,0.031422077,0.024165218,0.105124421
2550,68134,4800,OMAHA,NE,Midwest,West North Central,2,7,7,9,4,3,43000,11.56666667,106,133,85,112,160,76,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,637.88,600.18,13860,335,0.037143808,Suburban,203447,86073,56616,78075,71977,9720,18719,66.97,86073,56.03,0.778699121,0.133287785,0.005023421,0.032313084,0.018623726,0.010607275,0.150132467
2553,59808,4255,MISSOULA,MT,West,Mountain,3,4,3,12,1,4,41000,10.45,147,432,394,206,730,493,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",No,0,0,0,0,0,0,0,0,1349.26,1278.22,10777,502,0.077469136,Emerging suburban,67103,29307,22122,24277,22732,3011,7564,127.34,29307,55.52,0.91978004,0.00520096,0.027927216,0.012741606,0.011806053,0.005152353,0.327347511
2556,36801,4350,OPELIKA,AL,South,East South Central,2,1,4,7,0,5,51000,10.862,129,271,66,194,382,107,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,2189.59,828.05,12402,380,0.154408777,Emerging suburban,45750,19052,14350,16856,15201,2313,3620,99.55,19052,52.29,0.596568306,0.324983607,0.002972678,0.035387978,0.015169011,0.008398068,0.450666667
2557,50401,5750,MASON CITY,IA,Midwest,West North Central,1,1,2,6,2,3,50000,12.79333333,40,88,33,35,65,31,No,Greater than 10,Yes,0,0,0,0,1,0,0,0,758.13,558.16,11863,406,0.041920496,Emerging suburban,25791,11757,5608,10579,10000,1637,3274,49.45,11757,38.02,0.93633438,0.018843783,0.003063084,0.008413788,0.01548014,0.004848176,1.020666124
2558,14424,6500,CANANDIAGUA,NY,Northeast,Middle Atlantic,3,2,3,11,2,4,47000,12.175,64,34,30,77,41,33,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1365.17,420.96,12803,517,0.072602163,Emerging suburban,29485,12207,7026,12249,11423,2130,3059,105.93,12207,57.69,0.954858403,0.015736815,0.002984568,0.00830931,0.016384042,0.007536659,0.978056639
2560,13815,4000,NORWICH,NY,Northeast,Middle Atlantic,3,2,6,17,1,4,49000,10.775,62,78,63,67,90,60,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,976.71,1287.98,12935,558,0.102422908,Emerging suburban,14174,5751,3462,5615,4947,1223,1179,96.84,5751,51.58,0.956046282,0.013475378,0.002680965,0.005150275,0.020170405,0.00991132,1.550232821
2562,6040,4000,MANCHESTER,CT,Northeast,New England,1,2,6,9,1,6,52000,12.74166667,157,97,198,143,127,168,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1677.88,1492.35,13274,427,0.114939435,Suburban,97199,39920,25351,41339,37591,4730,8423,54.54,39920,97.3,0.693607959,0.133993148,0.003107028,0.082109898,0.017835671,0.009393788,0.354139446
2564,59701,5884,BUTTE,MT,West,Mountain,0,0,2,4,1,4,50000,11.9825,139,407,124,180,372,173,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1253.63,1299.59,9403,372,0.056672761,Emerging suburban,31541,13970,7973,12689,11464,1950,3497,195.38,13970,47.5,0.940616975,0.003804572,0.020354459,0.005136172,0.014316392,0.005941303,0.747186202
2565,27520,3900,CLAYTON,NC,South,South Atlantic,2,1,6,11,2,4,43000,11.7275,38,47,43,28,45,28,Yes,Between 1 and 10,No,0,0,0,0,0,0,0,0,767.26,749.64,10086,452,0.073723699,Emerging suburban,51181,18561,9979,23385,21355,1827,3927,100.61,18561,49.98,0.72726207,0.189855611,0.004982318,0.010726637,0.028823878,0.015031518,0.507551631
2580,63115,4800,ST LOUIS,MO,Midwest,West North Central,2,7,7,8,3,4,57000,12.9725,729,805,494,735,983,539,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,925.36,683.4,10560,370,0.111714976,Urban,130588,54968,59616,26425,17581,8189,12797,31.08,54968,93.27,0.16669985,0.78706313,0.002190094,0.023738782,0.022303886,0.02157619,0.148329096
2581,63125,4453,ST LOUIS CNTY,MO,Midwest,West North Central,1,2,4,3,2,3,39000,11.00666667,159,216,127,140,255,114,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1122.85,897.83,8816,314,0.041153342,Suburban,154141,65298,33535,70181,66630,10673,14395,83.95,65298,41.51,0.934430165,0.023244951,0.001874907,0.02044881,0.01581978,0.0073356,0.208127623
2582,33014,3200,HIALEAH,FL,South,South Atlantic,1,1,3,8,1,4,43000,11.745,152,59,124,173,55,155,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1350.93,1771.34,10259,504,0.083637571,Urban,222978,70398,62738,91419,78365,13704,18479,48.94,70398,81.69,0.919444968,0.030236167,0.001103248,0.006933419,0.045739936,0.035995341,0.080882419
2589,87124,4500,RIO RANCHO,NM,West,Mountain,3,0,3,7,3,3,44000,14.25333333,59,162,106,56,136,101,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,2551.03,795.37,12809,390,0.04570491,Suburban,111139,40706,24154,47864,45159,4205,9923,410.54,40706,94.58,0.752643087,0.031591071,0.036350876,0.020217925,0.029258586,0.014174815,0.248265685
2590,12209,4500,ALBANY,NY,Northeast,Middle Atlantic,4,1,5,10,1,3,43000,11.47,772,405,628,819,486,702,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1601.54,505.96,12530,460,0.403863038,Suburban,145897,61116,62406,42628,36424,7687,9942,58.84,61116,91.44,0.670370193,0.219127193,0.002666265,0.050049007,0.014987892,0.008884744,0.202869147
2595,38637,4500,HORN LAKE,MS,South,East South Central,0,1,5,2,0,4,46000,12.6575,153,241,169,199,377,219,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,626.83,842.96,14081,385,0.051956815,Suburban,136828,48798,37158,49224,43751,7097,11638,132.01,48798,62.15,0.459781624,0.487319847,0.002689508,0.00987371,0.03403828,0.024242797,0.153075394
2596,93257,4699,PORTERVILLE,CA,West,Pacific,2,2,7,2,1,6,0,12.68166667,254,324,343,239,301,432,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,2326.21,1041.51,13880,560,0.099044924,Emerging suburban,75538,21460,18500,27907,25158,3399,4745,105.95,21460,103.09,0.596454765,0.009465435,0.018533718,0.04328947,0.072367195,0.078984157,0.189110117
2599,28348,4000,HOPE MILLS,NC,South,South Atlantic,1,0,4,7,1,5,47990.8,11.706,119,558,296,90,471,215,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1802.33,2041.58,17560,437,0.066192063,Suburban,104775,40909,23589,38637,32503,4734,13362,78.38,40909,57.32,0.538659031,0.330326891,0.022696254,0.021999523,0.023295607,0.012906695,0.210994989
2606,79415,4300,LUBBOCK,TX,South,West South Central,NA,NA,NA,NA,NA,NA,NA,NA,173,477,199,230,539,323,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,960.35,1421.2,7742,312,0.07487401,Suburban,125841,46013,48845,36389,32120,5614,10075,85.98,46013,51.96,0.692032009,0.123727561,0.00892396,0.023378708,0.029535131,0.021602591,0.132349552
2608,13069,5000,FULTON,NY,Northeast,Middle Atlantic,1,0,3,3,1,3,43000,11.94666667,90,110,63,114,135,76,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,814.98,600.36,9520,308,0.066393619,Emerging suburban,20494,8195,5041,7828,6788,1007,2391,62.42,8195,54.29,0.961061774,0.0083927,0.004684298,0.004098761,0.022940818,0.013056742,1.045183956
2610,50010,4402,AMES,IA,Midwest,West North Central,3,3,2,14,3,3,43000,11.18333333,56,167,57,83,198,69,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1176.26,801.88,8624,341,0.103963415,Emerging suburban,55433,21414,28725,16693,15599,1328,2307,83.57,21414,56.61,0.849367705,0.032056717,0.001695741,0.086951816,0.011020828,0.004529747,0.472011257
2617,38614,4835,CLARKSDALE,MS,South,East South Central,2,1,5,6,2,4,38000,10.5625,349,1080,407,319,914,393,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,381.77,579.39,8149,334,0.065196174,Emerging suburban,19612,7174,6909,5092,4061,850,1939,186.52,7174,65.59,0.216398124,0.767183357,0.001070773,0.004894962,0.030387511,0.031223864,0.76386906
2630,76133,4381,FT WORTH,TX,South,West South Central,6,2,6,16,2,4,50000,10.525,273,773,403,189,536,241,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,723.48,674.62,13218,405,0.067153043,Suburban,140077,49723,34982,53661,47912,5952,11763,36.52,49723,62.82,0.568951363,0.236398552,0.006417899,0.036180101,0.040202723,0.030408463,0.174889525
2631,98270,3961,MARYSVILLE,WA,West,Pacific,1,0,3,6,1,7,53000,13.29,63,157,131,97,180,224,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",No,0,0,0,0,0,0,0,0,1793.96,1397.69,23911,623,0.034713323,Emerging suburban,86341,31573,21254,34021,30094,3545,9483,40.85,31573,71.51,0.789196326,0.024241091,0.02990468,0.05209576,0.031799322,0.021695753,0.301432691
2637,71457,4640,NATCHITOCHES,LA,South,West South Central,2,0,4,5,0,4,49000,11.74,226,312,133,208,306,97,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,572.85,452.68,13275,522,0.054443054,Emerging suburban,22328,8576,8821,6060,4940,1041,1852,76.49,8576,58.67,0.398289144,0.561671444,0.005598352,0.00492655,0.019589552,0.013059702,0.832766034
2638,18640,4800,PITTSTON,PA,Northeast,Middle Atlantic,0,3,3,4,1,4,47000,12.0075,156,101,121,97,95,69,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,559.02,224.34,10101,383,0.069535222,Emerging suburban,54188,23948,13876,22789,21456,4955,4452,54.71,23948,49.3,0.969199823,0.009614675,0.001051893,0.007363254,0.012694171,0.0055537,0.486380749
2656,76801,6250,BROWNWOOD,TX,South,West South Central,NA,NA,NA,NA,NA,NA,NA,NA,43,94,34,58,112,43,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1878.07,1017.08,5890,275,0.066042267,Emerging suburban,23999,9078,4759,9906,8963,1936,2336,143.58,9078,39.16,0.83928497,0.04462686,0.005666903,0.005708571,0.024234413,0.01509143,0.773323889
2664,44460,4500,SALEM,OH,Midwest,East North Central,3,2,5,6,1,4,44000,11.0425,56,216,56,87,326,64,Yes,Greater than 10,No,1,0,0,0,1,1,0,0,474.36,422.34,10036,497,0.071356784,Emerging suburban,32561,13666,6075,14379,13170,2358,4113,98.77,13666,32.69,0.97291238,0.004852431,0.001504868,0.003316851,0.017342309,0.009439485,0.697644421
2666,66067,5000,OTTAWA,KS,Midwest,West North Central,5,3,3,9,3,4,43000,11.0825,36,69,35,44,70,34,Yes,Greater than 10,Yes,0,0,1,0,0,1,0,0,618.85,493.2,9640,493,0.100983204,Emerging suburban,14765,5772,3061,6276,5840,556,1493,101.54,5772,38.02,0.915678971,0.019505588,0.009346427,0.004131392,0.026853777,0.014033264,1.429732475
2668,46312,4037,EAST CHICAGO,IN,Midwest,East North Central,3,5,6,8,1,2,43000,10.96,426,404,593,481,407,536,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,510.99,1232.96,8562,297,0.045212361,Emerging suburban,53473,20688,14226,22815,21347,2320,4379,78.78,20688,49.51,0.918313915,0.024479644,0.002823855,0.018196099,0.017691415,0.009570766,0.631851589
2670,35613,4500,ATHENS,AL,South,East South Central,NA,NA,NA,NA,NA,NA,NA,NA,51,91,51,51,88,46,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,578.25,295.37,7346,281,0.09918814,Emerging suburban,33499,13283,7314,13800,12776,2694,3143,120.46,13283,44.09,0.74658945,0.155288218,0.006955432,0.010716738,0.02115486,0.012497177,0.734380131
2671,58504,4200,BISMARCK,ND,Midwest,West North Central,2,3,6,7,1,4,47000,11.1625,53,76,58,54,76,55,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,984.84,923.34,11400,449,0.119510248,Emerging suburban,81235,35438,20447,34834,33617,3520,7509,146.06,35438,42.03,0.917695575,0.0069182,0.050483166,0.004702407,0.013319036,0.005700096,0.3542931
2675,92243,4020,EL CENTRO,CA,West,Pacific,3,5,2,10,1,5,0,12.386,352,240,549,309,238,428,Yes,Between 1 and 10,No,0,0,0,0,0,0,0,0,1307.63,1154.68,20216,585,0.036560215,Emerging suburban,72343,21009,17757,29642,25640,2494,4757,154,21009,123.65,0.616203365,0.022420967,0.011583705,0.021246009,0.061687848,0.04507592,0.256652337
2679,50501,4200,FORT DODGE,IA,Midwest,West North Central,1,0,3,7,1,5,52000,11.904,59,82,40,62,154,61,Yes,Greater than 10,No,0,0,0,1,0,0,0,0,1603.62,676.71,12848,490,0.052333654,Emerging suburban,27404,11391,7699,9653,8890,1711,3415,100.77,11391,37.68,0.901729675,0.050686031,0.003539629,0.008137498,0.016767624,0.006584145,0.850240841
2684,93454,3428,SANTA MARIA,CA,West,Pacific,8,2,4,15,4,6,0,14.94333333,180,129,459,154,118,529,No,Greater than 10,No,0,0,0,0,0,1,0,0,906.93,1352.2,16924,639,0.102535302,Suburban,125206,36601,31168,48459,41975,5937,9141,89.64,36601,100.69,0.623284827,0.016197307,0.017483188,0.046611185,0.056064042,0.091281659,0.16967238
2691,72450,4800,PARAGOULD,AR,South,West South Central,4,2,6,13,2,4,45000,10.2675,43,425,53,55,566,87,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1868.86,1217.22,13559,534,0.084333544,Emerging suburban,29839,11758,5291,13382,12470,1567,3257,147.57,11758,27.34,0.957773384,0.007104796,0.005026978,0.002949161,0.01845552,0.011566593,0.654747143
2694,59718,4800,BOZEMAN,MT,West,Mountain,6,6,6,13,1,4,42000,9.875,60,97,59,65,92,61,Yes,Between 1 and 10,No,0,0,0,0,0,0,0,0,400.39,740.86,8024,289,0.063502527,Emerging suburban,46564,19663,18138,16406,15108,1361,3833,62.06,19663,61.71,0.940855597,0.004381067,0.010394296,0.016922945,0.010527387,0.003763414,0.593548664
